NP_001034487.2	XP_023022290.1
XP_008190932.1	XP_023028038.1
XP_008190934.1	XP_023016572.1
XP_008190936.1	XP_023016564.1
XP_008190937.1	XP_023016567.1
XP_008190944.1	XP_023026581.1
XP_008190948.1	XP_023015069.1
XP_008190954.1	XP_023015073.1
XP_008190955.1	XP_023014381.1
XP_008190959.1	XP_023014369.1
XP_008190963.1	XP_023027069.1
XP_008190965.1	XP_023021479.1
XP_008190966.1	XP_023020188.1
XP_008190969.1	XP_023016311.1
XP_008190971.1	XP_023027385.1
XP_008190973.2	XP_023014337.1
XP_008190976.1	XP_023025294.1
XP_008190988.1	XP_023012067.1
XP_008190989.1	XP_023030056.1
XP_008190991.1	XP_023013139.1
XP_008190992.1	XP_023026166.1
XP_008190994.1	XP_023018887.1
XP_008190996.1	XP_023013208.1
XP_008190997.1	XP_023018428.1
XP_008190999.1	XP_023018424.1
XP_008191007.1	XP_023027505.1
XP_008191009.1	XP_023023913.1
XP_008191013.1	XP_023016597.1
XP_008191024.2	XP_023017908.1
XP_008191026.1	XP_023027449.1
XP_008191027.1	XP_023017318.1
XP_008191039.1	XP_023028180.1
XP_008191050.1	XP_023014307.1
XP_008191058.1	XP_023017913.1
XP_008191062.1	XP_023017859.1
XP_008191065.1	XP_023022869.1
XP_008191066.1	XP_023017056.1
XP_008191067.1	XP_023019947.1
XP_008191068.1	XP_023011728.1
XP_008191070.1	XP_023013927.1
XP_008191078.2	XP_023028170.1
XP_008191087.1	XP_023017742.1
XP_008191092.1	XP_023025395.1
XP_008191093.1	XP_023016541.1
XP_008191096.1	XP_023026372.1
XP_008191100.1	XP_023027194.1
XP_008191101.1	XP_023017377.1
XP_008191111.1	XP_023028407.1
XP_008191112.1	XP_023012048.1
XP_008191113.1	XP_023020080.1
XP_008191114.2	XP_023021817.1
XP_008191116.1	XP_023016565.1
XP_008191121.1	XP_023026977.1
XP_008191122.1	XP_023015929.1
XP_008191125.1	XP_023018866.1
XP_008191126.1	XP_023012413.1
XP_008191129.1	XP_023012415.1
XP_008191139.1	XP_023023397.1
XP_008191140.1	XP_023019238.1
XP_008191141.1	XP_023019235.1
XP_008191147.1	XP_023026433.1
XP_008191151.1	XP_023021521.1
XP_008191154.1	XP_023022575.1
XP_008191155.1	XP_023020124.1
XP_008191158.1	XP_023020367.1
XP_008191162.1	XP_023012377.1
XP_008191163.1	XP_023023763.1
XP_008191165.1	XP_023012984.1
XP_008191170.2	XP_023026651.1
XP_008191171.1	XP_023023490.1
XP_008191177.1	XP_023014067.1
XP_008191178.1	XP_023021593.1
XP_008191194.1	XP_023019728.1
XP_008191196.1	XP_023019727.1
XP_008191197.1	XP_023023082.1
XP_008191202.1	XP_023023150.1
XP_008191219.1	XP_023016119.1
XP_008191221.1	XP_023027047.1
XP_008191222.1	XP_023017001.1
XP_008191227.1	XP_023019518.1
XP_008191229.1	XP_023026876.1
XP_008191241.1	XP_023024459.1
XP_008191243.1	XP_023012998.1
XP_008191254.1	XP_023019312.1
XP_008191257.1	XP_023021204.1
XP_008191264.1	XP_023025524.1
XP_008191265.1	XP_023025120.1
XP_008191268.1	XP_023027731.1
XP_008191269.1	XP_023018630.1
XP_008191274.1	XP_023017845.1
XP_008191278.1	XP_023018551.1
XP_008191281.2	XP_023014523.1
XP_008191282.1	XP_023015159.1
XP_008191287.1	XP_023013684.1
XP_008191290.1	XP_023022612.1
XP_008191292.1	XP_023023611.1
XP_008191307.1	XP_023029703.1
XP_008191309.1	XP_023029705.1
XP_008191311.1	XP_023029711.1
XP_008191315.1	XP_023029696.1
XP_008191317.1	XP_023027966.1
XP_008191326.1	XP_023019699.1
XP_008191328.1	XP_023026898.1
XP_008191331.1	XP_023020689.1
XP_008191333.1	XP_023020690.1
XP_008191334.1	XP_023020691.1
XP_008191337.1	XP_023020692.1
XP_008191338.1	XP_023026900.1
XP_008191340.1	XP_023016670.1
XP_008191343.1	XP_023018329.1
XP_008191347.1	XP_023022227.1
XP_008191355.1	XP_023015418.1
XP_008191357.1	XP_023025229.1
XP_008191359.1	XP_023014365.1
XP_008191365.1	XP_023020363.1
XP_008191367.2	XP_023019861.1
XP_008191369.1	XP_023022107.1
XP_008191372.1	XP_023017407.1
XP_008191378.1	XP_023029694.1
XP_008191383.2	XP_023013483.1
XP_008191388.1	XP_023026326.1
XP_008191389.1	XP_023028214.1
XP_008191393.1	XP_023028112.1
XP_008191395.1	XP_023015550.1
XP_008191400.1	XP_023015698.1
XP_008191403.1	XP_023015703.1
XP_008191410.1	XP_023018118.1
XP_008191411.1	XP_023018119.1
XP_008191412.1	XP_023012348.1
XP_008191418.1	XP_023014036.1
XP_008191420.1	XP_023014039.1
XP_008191431.1	XP_023021975.1
XP_008191433.1	XP_023022063.1
XP_008191436.1	XP_023011563.1
XP_008191438.1	XP_023012394.1
XP_008191439.1	XP_023027350.1
XP_008191440.1	XP_023025184.1
XP_008191442.1	XP_023015238.1
XP_008191447.1	XP_023027960.1
XP_008191452.1	XP_023015244.1
XP_008191460.1	XP_023030014.1
XP_008191461.1	XP_023023132.1
XP_008191463.1	XP_023014029.1
XP_008191465.1	XP_023014035.1
XP_008191473.1	XP_023018889.1
XP_008191478.1	XP_023018901.1
XP_008191479.1	XP_023018904.1
XP_008191485.2	XP_023023934.1
XP_008191490.1	XP_023025526.1
XP_008191491.1	XP_023023651.1
XP_008191495.1	XP_023013755.1
XP_008191501.1	XP_023028453.1
XP_008191502.1	XP_023018422.1
XP_008191503.1	XP_023018427.1
XP_008191505.1	XP_023020048.1
XP_008191506.1	XP_023012246.1
XP_008191517.1	XP_023026403.1
XP_008191520.2	XP_023030442.1
XP_008191521.1	XP_023021923.1
XP_008191522.1	XP_023017648.1
XP_008191523.1	XP_023025792.1
XP_008191525.1	XP_023017655.1
XP_008191527.1	XP_023020492.1
XP_008191528.1	XP_023013086.1
XP_008191529.1	XP_023015223.1
XP_008191532.1	XP_023015233.1
XP_008191547.1	XP_023019087.1
XP_008191550.1	XP_023025097.1
XP_008191554.1	XP_023013607.1
XP_008191560.1	XP_023013374.1
XP_008191566.1	XP_023017651.1
XP_008191569.1	XP_023022723.1
XP_008191570.1	XP_023022747.1
XP_008191571.1	XP_023015944.1
XP_008191574.1	XP_023026284.1
XP_008191575.1	XP_023012087.1
XP_008191578.1	XP_023014057.1
XP_008191579.1	XP_023014727.1
XP_008191580.2	XP_023014706.1
XP_008191582.1	XP_023014679.1
XP_008191587.1	XP_023013479.1
XP_008191588.1	XP_023028183.1
XP_008191592.1	XP_023013800.1
XP_008191594.1	XP_023021948.1
XP_008191600.1	XP_023013377.1
XP_008191603.1	XP_023014723.1
XP_008191606.1	XP_023011948.1
XP_008191611.2	XP_023022819.1
XP_008191612.1	XP_023015991.1
XP_008191614.1	XP_023015988.1
XP_008191616.1	XP_023015989.1
XP_008191628.1	XP_023019749.1
XP_008191636.1	XP_023019159.1
XP_008191645.2	XP_023030439.1
XP_008191646.1	XP_023013886.1
XP_008191652.1	XP_023015853.1
XP_008191653.2	XP_023012960.1
XP_008191654.1	XP_023026751.1
XP_008191656.1	XP_023026752.1
XP_008191663.1	XP_023011501.1
XP_008191665.1	XP_023011507.1
XP_008191668.2	XP_023011543.1
XP_008191673.1	XP_023023841.1
XP_008191674.1	XP_023023842.1
XP_008191690.1	XP_023017664.1
XP_008191691.1	XP_023011956.1
XP_008191697.1	XP_023013735.1
XP_008191698.1	XP_023015857.1
XP_008191699.1	XP_023016236.1
XP_008191705.2	XP_023016216.1
XP_008191709.1	XP_023014708.1
XP_008191710.1	XP_023024617.1
XP_008191713.1	XP_023013316.1
XP_008191714.2	XP_023026733.1
XP_008191715.1	XP_023015986.1
XP_008191717.2	XP_023027159.1
XP_008191718.1	XP_023015856.1
XP_008191729.1	XP_023026695.1
XP_008191731.1	XP_023013661.1
XP_008191748.2	XP_023022959.1
XP_008191758.1	XP_023026610.1
XP_008191759.1	XP_023021131.1
XP_008191764.1	XP_023026448.1
XP_008191765.1	XP_023017573.1
XP_008191766.1	XP_023017567.1
XP_008191771.1	XP_023017565.1
XP_008191775.1	XP_023012948.1
XP_008191777.1	XP_023013275.1
XP_008191778.1	XP_023022208.1
XP_008191780.1	XP_023020046.1
XP_008191781.1	XP_023022508.1
XP_008191782.1	XP_023022509.1
XP_008191788.1	XP_023029833.1
XP_008191792.1	XP_023011937.1
XP_008191793.1	XP_023016010.1
XP_008191795.1	XP_023011943.1
XP_008191797.1	XP_023011801.1
XP_008191799.1	XP_023020049.1
XP_008191800.1	XP_023026168.1
XP_008191803.1	XP_023016014.1
XP_008191805.1	XP_023013993.1
XP_008191806.1	XP_023013261.1
XP_008191807.1	XP_023013938.1
XP_008191808.1	XP_023025126.1
XP_008191811.1	XP_023020812.1
XP_008191814.1	XP_023012757.1
XP_008191816.1	XP_023026257.1
XP_008191820.1	XP_023015778.1
XP_008191821.1	XP_023012005.1
XP_008191823.1	XP_023012000.1
XP_008191826.1	XP_023030002.1
XP_008191828.1	XP_023030012.1
XP_008191832.1	XP_023018712.1
XP_008191834.1	XP_023018715.1
XP_008191840.1	XP_023025039.1
XP_008191842.1	XP_023016226.1
XP_008191843.1	XP_023015579.1
XP_008191846.1	XP_023029906.1
XP_008191851.1	XP_023016151.1
XP_008191853.2	XP_023016102.1
XP_008191854.1	XP_023013648.1
XP_008191855.1	XP_023012942.1
XP_008191861.1	XP_023027376.1
XP_008191863.1	XP_023024076.1
XP_008191864.1	XP_023012296.1
XP_008191866.1	XP_023012293.1
XP_008191870.1	XP_023018295.1
XP_008191874.1	XP_023017169.1
XP_008191876.1	XP_023030295.1
XP_008191878.1	XP_023016037.1
XP_008191882.1	XP_023016003.1
XP_008191883.1	XP_023017600.1
XP_008191885.1	XP_023013177.1
XP_008191896.1	XP_023013250.1
XP_008191912.1	XP_023019380.1
XP_008191919.1	XP_023024782.1
XP_008191923.1	XP_023025565.1
XP_008191926.1	XP_023029822.1
XP_008191927.1	XP_023029823.1
XP_008191928.1	XP_023018225.1
XP_008191929.1	XP_023018226.1
XP_008191931.1	XP_023012408.1
XP_008191937.1	XP_023020403.1
XP_008191938.1	XP_023020404.1
XP_008191939.1	XP_023020407.1
XP_008191942.1	XP_023012002.1
XP_008191946.1	XP_023013127.1
XP_008191948.1	XP_023023818.1
XP_008191952.1	XP_023029488.1
XP_008191958.1	XP_023012787.1
XP_008191959.1	XP_023012786.1
XP_008191963.1	XP_023024233.1
XP_008191965.1	XP_023011601.1
XP_008191966.1	XP_023011634.1
XP_008191971.1	XP_023012777.1
XP_008191976.1	XP_023025423.1
XP_008191977.1	XP_023029940.1
XP_008191978.1	XP_023013538.1
XP_008191980.1	XP_023027277.1
XP_008191981.1	XP_023019944.1
XP_008191982.1	XP_023023085.1
XP_008191989.1	XP_023012779.1
XP_008191997.1	XP_023029416.1
XP_008192005.1	XP_023023310.1
XP_008192021.1	XP_023025986.1
XP_008192024.1	XP_023020874.1
XP_008192026.1	XP_023013378.1
XP_008192027.1	XP_023016038.1
XP_008192031.1	XP_023023557.1
XP_008192032.1	XP_023022734.1
XP_008192035.1	XP_023017635.1
XP_008192039.1	XP_023017641.1
XP_008192040.1	XP_023029193.1
XP_008192041.2	XP_023017644.1
XP_008192044.1	XP_023016021.1
XP_008192048.1	XP_023015832.1
XP_008192050.1	XP_023029094.1
XP_008192053.1	XP_023017727.1
XP_008192059.2	XP_023011996.1
XP_008192060.1	XP_023014206.1
XP_008192063.2	XP_023014210.1
XP_008192065.2	XP_023018370.1
XP_008192068.1	XP_023013296.1
XP_008192069.1	XP_023013302.1
XP_008192070.1	XP_023013175.1
XP_008192071.1	XP_023013967.1
XP_008192072.1	XP_023012136.1
XP_008192074.1	XP_023029879.1
XP_008192075.1	XP_023030162.1
XP_008192077.1	XP_023030167.1
XP_008192079.1	XP_023030166.1
XP_008192080.1	XP_023030165.1
XP_008192093.1	XP_023013036.1
XP_008192094.1	XP_023024524.1
XP_008192095.1	XP_023024518.1
XP_008192100.1	XP_023014613.1
XP_008192101.1	XP_023016882.1
XP_008192105.1	XP_023013194.1
XP_008192107.1	XP_023013202.1
XP_008192111.1	XP_023014458.1
XP_008192115.1	XP_023016650.1
XP_008192118.1	XP_023024522.1
XP_008192122.2	XP_023030421.1
XP_008192123.1	XP_023019771.1
XP_008192124.1	XP_023020175.1
XP_008192127.1	XP_023020174.1
XP_008192133.1	XP_023013962.1
XP_008192140.1	XP_023014704.1
XP_008192145.1	XP_023026232.1
XP_008192146.1	XP_023023309.1
XP_008192148.1	XP_023024878.1
XP_008192153.1	XP_023026344.1
XP_008192155.1	XP_023030478.1
XP_008192162.1	XP_023029114.1
XP_008192168.1	XP_023028325.1
XP_008192172.1	XP_023022339.1
XP_008192173.1	XP_023020926.1
XP_008192174.1	XP_023017274.1
XP_008192175.1	XP_023017276.1
XP_008192180.1	XP_023028172.1
XP_008192182.1	XP_023012253.1
XP_008192184.1	XP_023012254.1
XP_008192187.1	XP_023014252.1
XP_008192192.1	XP_023024075.1
XP_008192199.1	XP_023025239.1
XP_008192200.1	XP_023025142.1
XP_008192202.1	XP_023014247.1
XP_008192204.1	XP_023014248.1
XP_008192208.1	XP_023014250.1
XP_008192209.1	XP_023014245.1
XP_008192212.1	XP_023014242.1
XP_008192215.1	XP_023016821.1
XP_008192221.1	XP_023020457.1
XP_008192226.1	XP_023018542.1
XP_008192227.1	XP_023020998.1
XP_008192228.1	XP_023015834.1
XP_008192230.1	XP_023029637.1
XP_008192235.1	XP_023022073.1
XP_008192238.1	XP_023019369.1
XP_008192239.1	XP_023022072.1
XP_008192241.1	XP_023029773.1
XP_008192242.1	XP_023029786.1
XP_008192247.1	XP_023029903.1
XP_008192249.1	XP_023029626.1
XP_008192253.1	XP_023013960.1
XP_008192254.1	XP_023013968.1
XP_008192259.1	XP_023021139.1
XP_008192263.1	XP_023022080.1
XP_008192271.1	XP_023025262.1
XP_008192274.1	XP_023019151.1
XP_008192276.1	XP_023019152.1
XP_008192278.1	XP_023019157.1
XP_008192281.2	XP_023029205.1
XP_008192282.1	XP_023016293.1
XP_008192288.1	XP_023024397.1
XP_008192291.1	XP_023024398.1
XP_008192294.1	XP_023021878.1
XP_008192295.1	XP_023021880.1
XP_008192296.1	XP_023021881.1
XP_008192298.1	XP_023012278.1
XP_008192304.1	XP_023026339.1
XP_008192309.1	XP_023012324.1
XP_008192312.1	XP_023019921.1
XP_008192313.1	XP_023019897.1
XP_008192323.1	XP_023022085.1
XP_008192329.1	XP_023021257.1
XP_008192335.2	XP_023016928.1
XP_008192340.1	XP_023029213.1
XP_008192350.1	XP_023017576.1
XP_008192351.1	XP_023017577.1
XP_008192352.1	XP_023017578.1
XP_008192355.1	XP_023018228.1
XP_008192357.1	XP_023018232.1
XP_008192362.1	XP_023029453.1
XP_008192365.1	XP_023029456.1
XP_008192367.1	XP_023024801.1
XP_008192371.1	XP_023026040.1
XP_008192381.1	XP_023013103.1
XP_008192382.1	XP_023013009.1
XP_008192388.1	XP_023029836.1
XP_008192389.1	XP_023029218.1
XP_008192400.1	XP_023018826.1
XP_008192417.1	XP_023015647.1
XP_008192420.1	XP_023012337.1
XP_008192422.1	XP_023016013.1
XP_008192429.1	XP_023015228.1
XP_008192437.1	XP_023024819.1
XP_008192438.1	XP_023020065.1
XP_008192439.1	XP_023016688.1
XP_008192443.1	XP_023026052.1
XP_008192449.1	XP_023019251.1
XP_008192451.1	XP_023025375.1
XP_008192459.1	XP_023028087.1
XP_008192460.1	XP_023027299.1
XP_008192461.1	XP_023019147.1
XP_008192465.1	XP_023017680.1
XP_008192466.1	XP_023022700.1
XP_008192468.1	XP_023016163.1
XP_008192472.1	XP_023029472.1
XP_008192473.1	XP_023028936.1
XP_008192475.2	XP_023014189.1
XP_008192479.1	XP_023024072.1
XP_008192481.1	XP_023023254.1
XP_008192483.1	XP_023014225.1
XP_008192486.2	XP_023013654.1
XP_008192487.2	XP_023018079.1
XP_008192491.2	XP_023011527.1
XP_008192494.1	XP_023023982.1
XP_008192495.1	XP_023012258.1
XP_008192503.1	XP_023012940.1
XP_008192517.1	XP_023027308.1
XP_008192518.1	XP_023027309.1
XP_008192520.1	XP_023020924.1
XP_008192521.1	XP_023027310.1
XP_008192531.1	XP_023030138.1
XP_008192533.1	XP_023030154.1
XP_008192534.1	XP_023030141.1
XP_008192537.1	XP_023018543.1
XP_008192540.1	XP_023025111.1
XP_008192545.1	XP_023021818.1
XP_008192546.1	XP_023024528.1
XP_008192547.1	XP_023026842.1
XP_008192548.1	XP_023013966.1
XP_008192549.1	XP_023026456.1
XP_008192553.1	XP_023018080.1
XP_008192556.1	XP_023017016.1
XP_008192557.1	XP_023017018.1
XP_008192561.1	XP_023025764.1
XP_008192565.1	XP_023026533.1
XP_008192566.1	XP_023029813.1
XP_008192567.1	XP_023012202.1
XP_008192573.1	XP_023012205.1
XP_008192574.1	XP_023015230.1
XP_008192579.1	XP_023013384.1
XP_008192589.1	XP_023012095.1
XP_008192592.1	XP_023012094.1
XP_008192594.1	XP_023012097.1
XP_008192595.1	XP_023011586.1
XP_008192600.1	XP_023012295.1
XP_008192607.1	XP_023017592.1
XP_008192610.1	XP_023017593.1
XP_008192611.1	XP_023017596.1
XP_008192613.1	XP_023030066.1
XP_008192616.1	XP_023030136.1
XP_008192617.1	XP_023018785.1
XP_008192625.1	XP_023021127.1
XP_008192626.1	XP_023021128.1
XP_008192633.1	XP_023015348.1
XP_008192634.1	XP_023015344.1
XP_008192636.1	XP_023020410.1
XP_008192640.1	XP_023019280.1
XP_008192646.1	XP_023026269.1
XP_008192652.1	XP_023013924.1
XP_008192660.1	XP_023014295.1
XP_008192661.1	XP_023014346.1
XP_008192665.1	XP_023029887.1
XP_008192668.1	XP_023024784.1
XP_008192672.1	XP_023013276.1
XP_008192673.1	XP_023014237.1
XP_008192674.1	XP_023014238.1
XP_008192680.1	XP_023014246.1
XP_008192684.1	XP_023014080.1
XP_008192696.1	XP_023022726.1
XP_008192700.1	XP_023027907.1
XP_008192701.1	XP_023027964.1
XP_008192712.1	XP_023013601.1
XP_008192716.1	XP_023016719.1
XP_008192718.1	XP_023021690.1
XP_008192723.1	XP_023016720.1
XP_008192724.1	XP_023016723.1
XP_008192727.1	XP_023014567.1
XP_008192736.1	XP_023013587.1
XP_008192741.1	XP_023029800.1
XP_008192742.1	XP_023014070.1
XP_008192743.1	XP_023014102.1
XP_008192753.1	XP_023025653.1
XP_008192754.1	XP_023025654.1
XP_008192755.1	XP_023025655.1
XP_008192756.1	XP_023025656.1
XP_008192758.1	XP_023018716.1
XP_008192762.1	XP_023018717.1
XP_008192763.1	XP_023030104.1
XP_008192764.1	XP_023030110.1
XP_008192768.1	XP_023016094.1
XP_008192772.1	XP_023014052.1
XP_008192774.1	XP_023014054.1
XP_008192776.1	XP_023015382.1
XP_008192777.1	XP_023028173.1
XP_008192784.1	XP_023030042.1
XP_008192785.1	XP_023026363.1
XP_008192788.1	XP_023024567.1
XP_008192790.1	XP_023014320.1
XP_008192793.1	XP_023030314.1
XP_008192806.1	XP_023013167.1
XP_008192807.1	XP_023012999.1
XP_008192815.1	XP_023029735.1
XP_008192816.1	XP_023017869.1
XP_008192822.1	XP_023011924.1
XP_008192836.1	XP_023016001.1
XP_008192840.1	XP_023012407.1
XP_008192847.1	XP_023016020.1
XP_008192848.1	XP_023014611.1
XP_008192849.1	XP_023027915.1
XP_008192854.1	XP_023025918.1
XP_008192856.1	XP_023023544.1
XP_008192857.1	XP_023024648.1
XP_008192860.1	XP_023011792.1
XP_008192862.1	XP_023015220.1
XP_008192863.1	XP_023016107.1
XP_008192867.1	XP_023016084.1
XP_008192881.1	XP_023029808.1
XP_008192890.1	XP_023030107.1
XP_008192891.1	XP_023030111.1
XP_008192894.1	XP_023013192.1
XP_008192897.1	XP_023016143.1
XP_008192901.1	XP_023022971.1
XP_008192902.2	XP_023016025.1
XP_008192904.1	XP_023016542.1
XP_008192907.1	XP_023024079.1
XP_008192913.1	XP_023017140.1
XP_008192914.1	XP_023012052.1
XP_008192917.1	XP_023019806.1
XP_008192920.1	XP_023022340.1
XP_008192924.1	XP_023014137.1
XP_008192926.1	XP_023012064.1
XP_008192927.1	XP_023026146.1
XP_008192928.1	XP_023012057.1
XP_008192929.1	XP_023012058.1
XP_008192934.1	XP_023021109.1
XP_008192937.1	XP_023020342.1
XP_008192946.1	XP_023015480.1
XP_008192947.1	XP_023015481.1
XP_008192953.1	XP_023028565.1
XP_008192955.1	XP_023021348.1
XP_008192956.1	XP_023021350.1
XP_008192959.1	XP_023027869.1
XP_008192962.1	XP_023019504.1
XP_008192963.1	XP_023023284.1
XP_008192965.1	XP_023025601.1
XP_008192968.1	XP_023020263.1
XP_008192970.1	XP_023018161.1
XP_008192974.1	XP_023015586.1
XP_008192975.1	XP_023015683.1
XP_008192976.1	XP_023015736.1
XP_008192979.1	XP_023020356.1
XP_008192984.1	XP_023020802.1
XP_008192985.1	XP_023025714.1
XP_008192993.1	XP_023026431.1
XP_008192998.2	XP_023017519.1
XP_008193009.1	XP_023012033.1
XP_008193010.2	XP_023012035.1
XP_008193011.1	XP_023012041.1
XP_008193012.1	XP_023012036.1
XP_008193013.1	XP_023012034.1
XP_008193014.1	XP_023012047.1
XP_008193015.1	XP_023030055.1
XP_008193020.1	XP_023028989.1
XP_008193022.1	XP_023028991.1
XP_008193025.1	XP_023015121.1
XP_008193030.1	XP_023019807.1
XP_008193034.1	XP_023017313.1
XP_008193036.1	XP_023013110.1
XP_008193039.1	XP_023019390.1
XP_008193042.1	XP_023015051.1
XP_008193043.1	XP_023012142.1
XP_008193047.1	XP_023017037.1
XP_008193053.1	XP_023012339.1
XP_008193073.1	XP_023014835.1
XP_008193074.1	XP_023014836.1
XP_008193077.2	XP_023028929.1
XP_008193089.1	XP_023024007.1
XP_008193093.1	XP_023025347.1
XP_008193094.1	XP_023025689.1
XP_008193095.1	XP_023025308.1
XP_008193096.2	XP_023025502.1
XP_008193100.1	XP_023022444.1
XP_008193101.1	XP_023025471.1
XP_008193110.1	XP_023025426.1
XP_008193111.1	XP_023025443.1
XP_008193112.1	XP_023025449.1
XP_008193113.1	XP_023025457.1
XP_008193121.1	XP_023011834.1
XP_008193127.1	XP_023019382.1
XP_008193129.1	XP_023017019.1
XP_008193134.1	XP_023014143.1
XP_008193140.1	XP_023020200.1
XP_008193141.1	XP_023026455.1
XP_008193147.1	XP_023027486.1
XP_008193154.2	XP_023021795.1
XP_008193158.1	XP_023012015.1
XP_008193161.1	XP_023025720.1
XP_008193162.1	XP_023022639.1
XP_008193165.1	XP_023023202.1
XP_008193170.1	XP_023022998.1
XP_008193174.2	XP_023024431.1
XP_008193182.1	XP_023020007.1
XP_008193183.1	XP_023026215.1
XP_008193193.1	XP_023016391.1
XP_008193198.1	XP_023015328.1
XP_008193199.1	XP_023019252.1
XP_008193202.1	XP_023025405.1
XP_008193212.1	XP_023015105.1
XP_008193227.1	XP_023011830.1
XP_008193229.1	XP_023020355.1
XP_008193233.1	XP_023011831.1
XP_008193238.1	XP_023011821.1
XP_008193240.1	XP_023011823.1
XP_008193241.2	XP_023016392.1
XP_008193246.1	XP_023016393.1
XP_008193247.2	XP_023028987.1
XP_008193249.1	XP_023012014.1
XP_008193254.1	XP_023012011.1
XP_008193256.1	XP_023013942.1
XP_008193258.1	XP_023018308.1
XP_008193259.1	XP_023013024.1
XP_008193260.1	XP_023013952.1
XP_008193261.1	XP_023013953.1
XP_008193262.1	XP_023013947.1
XP_008193263.1	XP_023028228.1
XP_008193284.1	XP_023012350.1
XP_008193285.1	XP_023021069.1
XP_008193297.1	XP_023026449.1
XP_008193298.1	XP_023027232.1
XP_008193300.1	XP_023023644.1
XP_008193301.2	XP_023018192.1
XP_008193305.1	XP_023018189.1
XP_008193314.1	XP_023018690.1
XP_008193316.1	XP_023018278.1
XP_008193321.1	XP_023017979.1
XP_008193338.1	XP_023011806.1
XP_008193341.1	XP_023026902.1
XP_008193342.1	XP_023025314.1
XP_008193348.1	XP_023023760.1
XP_008193351.1	XP_023029159.1
XP_008193353.1	XP_023011782.1
XP_008193354.1	XP_023011785.1
XP_008193355.1	XP_023026822.1
XP_008193356.1	XP_023026776.1
XP_008193357.1	XP_023011526.1
XP_008193363.1	XP_023012346.1
XP_008193389.1	XP_023016634.1
XP_008193390.1	XP_023019583.1
XP_008193397.1	XP_023019445.1
XP_008193398.1	XP_023027687.1
XP_008193404.1	XP_023013849.1
XP_008193405.1	XP_023025760.1
XP_008193406.1	XP_023027652.1
XP_008193407.1	XP_023021419.1
XP_008193409.1	XP_023021759.1
XP_008193414.1	XP_023025238.1
XP_008193416.1	XP_023028756.1
XP_008193417.2	XP_023020844.1
XP_008193418.1	XP_023022269.1
XP_008193419.1	XP_023016623.1
XP_008193421.1	XP_023017514.1
XP_008193424.1	XP_023017515.1
XP_008193426.1	XP_023026365.1
XP_008193431.1	XP_023014017.1
XP_008193434.1	XP_023017347.1
XP_008193435.1	XP_023013769.1
XP_008193438.1	XP_023013780.1
XP_008193444.1	XP_023015539.1
XP_008193449.1	XP_023014801.1
XP_008193452.1	XP_023022590.1
XP_008193457.1	XP_023030301.1
XP_008193458.1	XP_023026505.1
XP_008193461.1	XP_023018219.1
XP_008193466.1	XP_023016376.1
XP_008193470.1	XP_023016378.1
XP_008193471.1	XP_023016381.1
XP_008193472.1	XP_023016375.1
XP_008193477.1	XP_023016247.1
XP_008193487.1	XP_023026558.1
XP_008193492.1	XP_023019214.1
XP_008193495.1	XP_023022588.1
XP_008193499.1	XP_023020853.1
XP_008193501.1	XP_023020868.1
XP_008193502.1	XP_023011883.1
XP_008193504.1	XP_023029991.1
XP_008193505.1	XP_023011885.1
XP_008193507.1	XP_023016000.1
XP_008193510.1	XP_023023536.1
XP_008193513.1	XP_023023972.1
XP_008193526.1	XP_023012697.1
XP_008193528.1	XP_023012705.1
XP_008193529.1	XP_023012146.1
